Cat_Code,SBAOfficeCode_cat,ProcessingMethod_cat,LoanStatus_cat,Term_cat,ServicingLenderName_cat,RuralUrbanIndicator_cat,HubzoneIndicator_cat,LMIIndicator_cat,BusinessAgeDescription_cat,CD_cat,Race_cat,Ethnicity_cat,BusinessType_cat,OriginatingLender_cat,Gender_cat,Veteran_cat,NonProfit_cat,NAICSCode_2digits_cat,Verified_Address_cat,CaseLabel_cat
1638,,,,,First National Bank in Fredonia,,,,,,,,,First National Bank and Trust Company of Weatherford d/b/a First Bank Texas,,,,,,
1639,,,,,First National Bank in New Bremen,,,,,,,,,First National Bank at Darlington,,,,,,
1640,,,,,First National Bank in Okeene,,,,,,,,,First National Bank in Cimarron,,,,,,
1641,,,,,First National Bank in Olney,,,,,,,,,First National Bank in DeRidder,,,,,,
1642,,,,,First National Bank in Ord,,,,,,,,,First National Bank in Frankfort,,,,,,
1643,,,,,First National Bank in Philip,,,,,,,,,First National Bank in Fredonia,,,,,,
1644,,,,,First National Bank in Pinckneyville,,,,,,,,,First National Bank in New Bremen,,,,,,
1645,,,,,First National Bank in Port Lavaca,,,,,,,,,First National Bank in Okeene,,,,,,
1646,,,,,First National Bank in Taylorville,,,,,,,,,First National Bank in Olney,,,,,,
1647,,,,,First National Bank of Alvin,,,,,,,,,First National Bank in Ord,,,,,,
1648,,,,,First National Bank of America,,,,,,,,,First National Bank in Philip,,,,,,
1649,,,,,First National Bank of Anderson,,,,,,,,,First National Bank in Pinckneyville,,,,,,
1650,,,,,First National Bank of Bosque County,,,,,,,,,First National Bank in Port Lavaca,,,,,,
1651,,,,,First National Bank of Brookfield,,,,,,,,,First National Bank in Taylorville,,,,,,
1652,,,,,First National Bank of Burleson,,,,,,,,,First National Bank of Alvin,,,,,,
1653,,,,,First National Bank of Central Texas,,,,,,,,,First National Bank of America,,,,,,
1654,,,,,First National Bank of Clarksdale,,,,,,,,,First National Bank of Anderson,,,,,,
1655,,,,,First National Bank of Coffee County,,,,,,,,,First National Bank of Bosque County,,,,,,
1656,,,,,First National Bank of Decatur County,,,,,,,,,First National Bank of Brookfield,,,,,,
1657,,,,,First National Bank of Dublin,,,,,,,,,First National Bank of Burleson,,,,,,
1658,,,,,First National Bank of Eastern Arkansas,,,,,,,,,First National Bank of Central Texas,,,,,,
1659,,,,,First National Bank of Fort Stockton,,,,,,,,,First National Bank of Clarksdale,,,,,,
1660,,,,,First National Bank of Giddings,,,,,,,,,First National Bank of Coffee County,,,,,,
1661,,,,,First National Bank of Gillette,,,,,,,,,First National Bank of Decatur County,,,,,,
1662,,,,,First National Bank of Griffin,,,,,,,,,First National Bank of Dublin,,,,,,
1663,,,,,First National Bank of Hereford,,,,,,,,,First National Bank of Eastern Arkansas,,,,,,
1664,,,,,First National Bank of Huntsville,,,,,,,,,First National Bank of Fort Stockton,,,,,,
1665,,,,,First National Bank of Jasper,,,,,,,,,First National Bank of Giddings,,,,,,
1666,,,,,First National Bank of Kansas,,,,,,,,,First National Bank of Gillette,,,,,,
1667,,,,,First National Bank of Kentucky,,,,,,,,,First National Bank of Griffin,,,,,,
1668,,,,,First National Bank of Louisiana,,,,,,,,,First National Bank of Hereford,,,,,,
1669,,,,,First National Bank of Michigan,,,,,,,,,First National Bank of Huntsville,,,,,,
1670,,,,,First National Bank of Nokomis,,,,,,,,,First National Bank of Jasper,,,,,,
1671,,,,,First National Bank of Oklahoma,,,,,,,,,First National Bank of Kansas,,,,,,
1672,,,,,First National Bank of Omaha,,,,,,,,,First National Bank of Kentucky,,,,,,
1673,,,,,First National Bank of Pana,,,,,,,,,First National Bank of Louisiana,,,,,,
1674,,,,,First National Bank of Pasco,,,,,,,,,First National Bank of Michigan,,,,,,
1675,,,,,First National Bank of Pennsylvania,,,,,,,,,First National Bank of Nokomis,,,,,,
1676,,,,,First National Bank of Pulaski,,,,,,,,,First National Bank of Oklahoma,,,,,,
1677,,,,,First National Bank of Scotia,,,,,,,,,First National Bank of Omaha,,,,,,
1678,,,,,First National Bank of South Carolina,,,,,,,,,First National Bank of Pana,,,,,,
1679,,,,,First National Bank of South Padre Island,,,,,,,,,First National Bank of Pasco,,,,,,
1680,,,,,First National Bank of Steeleville,,,,,,,,,First National Bank of Pennsylvania,,,,,,
1681,,,,,First National Bank of Tennessee,,,,,,,,,First National Bank of Pulaski,,,,,,
1682,,,,,First National Bank of Waterloo,,,,,,,,,First National Bank of Scotia,,,,,,
1683,,,,,First National Bank of Wauchula,,,,,,,,,First National Bank of South Carolina,,,,,,
1684,,,,,First National Bank of Winnsboro,,,,,,,,,First National Bank of South Padre Island,,,,,,
1685,,,,,"First National Bank, Cortez",,,,,,,,,First National Bank of Steeleville,,,,,,
1686,,,,,First National Community Bank,,,,,,,,,First National Bank of Tennessee,,,,,,
1687,,,,,First Nations Bank,,,,,,,,,First National Bank of Waterloo,,,,,,
1688,,,,,First Nebraska Bank,,,,,,,,,First National Bank of Wauchula,,,,,,
1689,,,,,"First Neighbor Bank, National Association",,,,,,,,,First National Bank of Winnsboro,,,,,,
1690,,,,,First Neighborhood Bank,,,,,,,,,"First National Bank, Cortez",,,,,,
1691,,,,,First New Mexico Bank,,,,,,,,,First National Community Bank,,,,,,
1692,,,,,First New Mexico Bank Las Cruces,,,,,,,,,First Nations Bank,,,,,,
1693,,,,,First New Mexico Bank of Silver City,,,,,,,,,First Nebraska Bank,,,,,,
1694,,,,,First Northeast Bank of Nebraska,,,,,,,,,"First Neighbor Bank, National Association",,,,,,
1695,,,,,First Northern Bank and Trust Company,,,,,,,,,First Neighborhood Bank,,,,,,
1696,,,,,First Northern Bank of Dixon,,,,,,,,,First New Mexico Bank,,,,,,
1697,,,,,First Northern Bank of Wyoming,,,,,,,,,First New Mexico Bank Las Cruces,,,,,,
1698,,,,,First Oklahoma Bank,,,,,,,,,First New Mexico Bank of Silver City,,,,,,
1699,,,,,First Option Bank,,,,,,,,,First Northeast Bank of Nebraska,,,,,,
1700,,,,,First PREMIER Bank,,,,,,,,,First Northern Bank and Trust Company,,,,,,
1701,,,,,First Pacific Bank,,,,,,,,,First Northern Bank of Dixon,,,,,,
1702,,,,,First Palmetto Bank,,,,,,,,,First Northern Bank of Wyoming,,,,,,
1703,,,,,First Peoples Bank,,,,,,,,,First Oklahoma Bank,,,,,,
1704,,,,,First Peoples Bank of Tennessee,,,,,,,,,First Option Bank,,,,,,
1705,,,,,First Peoples Community FCU,,,,,,,,,First PREMIER Bank,,,,,,
1706,,,,,First Piedmont Federal Savings and Loan Association of Gaffney,,,,,,,,,First Pacific Bank,,,,,,
1707,,,,,"First Pioneer Farm Credit,  ACA",,,,,,,,,First Palmetto Bank,,,,,,
1708,,,,,First Pioneer National Bank,,,,,,,,,First Peoples Bank,,,,,,
1709,,,,,First Port City Bank,,,,,,,,,First Peoples Bank of Tennessee,,,,,,
1710,,,,,First Pryority Bank,,,,,,,,,First Peoples Community FCU,,,,,,
1711,,,,,First Resource Bank,,,,,,,,,First Piedmont Federal Savings and Loan Association of Gaffney,,,,,,
1712,,,,,"First Robinson Savings Bank, National Association",,,,,,,,,"First Pioneer Farm Credit,  ACA",,,,,,
1713,,,,,First Savings Bank,,,,,,,,,First Pioneer National Bank,,,,,,
1714,,,,,First Seacoast Bank,,,,,,,,,First Port City Bank,,,,,,
1715,,,,,First Secure Bank and Trust Co.,,,,,,,,,First Pryority Bank,,,,,,
1716,,,,,First Secure Community Bank,,,,,,,,,First Reliance Bank,,,,,,
1717,,,,,First Security Bank,,,,,,,,,First Resource Bank,,,,,,
1718,,,,,First Security Bank & Trust Company,,,,,,,,,"First Robinson Savings Bank, National Association",,,,,,
1719,,,,,First Security Bank - Canby,,,,,,,,,First Savings Bank,,,,,,
1720,,,,,First Security Bank and Trust Company,,,,,,,,,First Seacoast Bank,,,,,,
1721,,,,,First Security Bank of Deer Lodge,,,,,,,,,First Secure Bank and Trust Co.,,,,,,
1722,,,,,First Security Bank of Nevada,,,,,,,,,First Secure Community Bank,,,,,,
1723,,,,,First Security Bank of Roundup,,,,,,,,,First Security Bank,,,,,,
1724,,,,,First Security Bank-Hendricks,,,,,,,,,First Security Bank & Trust Company,,,,,,
1725,,,,,First Security Bank-Sleepy Eye,,,,,,,,,First Security Bank - Canby,,,,,,
1726,,,,,First Security Bank-West,,,,,,,,,First Security Bank and Trust Company,,,,,,
1727,,,,,First Security State Bank,,,,,,,,,First Security Bank of Deer Lodge,,,,,,
1728,,,,,First Sentinel Bank,,,,,,,,,First Security Bank of Nevada,,,,,,
1729,,,,,First Service Bank,,,,,,,,,First Security Bank of Roundup,,,,,,
1730,,,,,First Service Credit Union,,,,,,,,,First Security Bank-Hendricks,,,,,,
1731,,,,,First Service FCU,,,,,,,,,First Security Bank-Sleepy Eye,,,,,,
1732,,,,,First Sound Bank,,,,,,,,,First Security Bank-West,,,,,,
1733,,,,,First Source FCU,,,,,,,,,First Security State Bank,,,,,,
1734,,,,,First Southeast Bank,,,,,,,,,First Sentinel Bank,,,,,,
1735,,,,,First Southern Bank,,,,,,,,,First Service Bank,,,,,,
1736,,,,,First Southern National Bank,,,,,,,,,First Service Credit Union,,,,,,
1737,,,,,First Southern State Bank,,,,,,,,,First Service FCU,,,,,,
1738,,,,,First Southwest Bank,,,,,,,,,First Sound Bank,,,,,,
1739,,,,,First State Bank,,,,,,,,,First Source FCU,,,,,,
1740,,,,,First State Bank & Trust,,,,,,,,,First Southeast Bank,,,,,,
1741,,,,,First State Bank Minnesota,,,,,,,,,First Southern Bank,,,,,,
1742,,,,,First State Bank Nebraska,,,,,,,,,First Southern National Bank,,,,,,
1743,,,,,First State Bank Shannon-Polo,,,,,,,,,First Southern State Bank,,,,,,
1744,,,,,First State Bank Southwest,,,,,,,,,First Southwest Bank,,,,,,
1745,,,,,First State Bank and Trust,,,,,,,,,First State Bank,,,,,,
1746,,,,,"First State Bank and Trust Company, Inc.",,,,,,,,,First State Bank & Trust,,,,,,
1747,,,,,First State Bank of Bedias,,,,,,,,,First State Bank Minnesota,,,,,,
1748,,,,,First State Bank of Beecher City,,,,,,,,,First State Bank Nebraska,,,,,,
1749,,,,,First State Bank of Bigfork,,,,,,,,,First State Bank Shannon-Polo,,,,,,
1750,,,,,First State Bank of Blakely,,,,,,,,,First State Bank Southwest,,,,,,
1751,,,,,First State Bank of Burnet,,,,,,,,,First State Bank and Trust,,,,,,
1752,,,,,First State Bank of Campbell Hill,,,,,,,,,"First State Bank and Trust Company, Inc.",,,,,,
1753,,,,,First State Bank of Cando,,,,,,,,,First State Bank of Bedias,,,,,,
1754,,,,,First State Bank of DeKalb County,,,,,,,,,First State Bank of Beecher City,,,,,,
1755,,,,,First State Bank of DeQueen,,,,,,,,,First State Bank of Bigfork,,,,,,
1756,,,,,First State Bank of Forrest,,,,,,,,,First State Bank of Blakely,,,,,,
1757,,,,,First State Bank of Forsyth,,,,,,,,,First State Bank of Burnet,,,,,,
1758,,,,,First State Bank of Golva,,,,,,,,,First State Bank of Campbell Hill,,,,,,
1759,,,,,First State Bank of Harvey,,,,,,,,,First State Bank of Cando,,,,,,
1760,,,,,First State Bank of Le Center,,,,,,,,,First State Bank of DeKalb County,,,,,,
1761,,,,,First State Bank of Middlebury,,,,,,,,,First State Bank of DeQueen,,,,,,
1762,,,,,First State Bank of Odem,,,,,,,,,First State Bank of Forrest,,,,,,
1763,,,,,First State Bank of Olmsted,,,,,,,,,First State Bank of Forsyth,,,,,,
1764,,,,,First State Bank of Porter,,,,,,,,,First State Bank of Golva,,,,,,
1765,,,,,First State Bank of Purdy,,,,,,,,,First State Bank of Harvey,,,,,,
1766,,,,,First State Bank of Randolph County,,,,,,,,,First State Bank of Le Center,,,,,,
1767,,,,,First State Bank of Roscoe,,,,,,,,,First State Bank of Middlebury,,,,,,
1768,,,,,First State Bank of San Diego,,,,,,,,,First State Bank of Odem,,,,,,
1769,,,,,First State Bank of Sauk Centre,,,,,,,,,First State Bank of Olmsted,,,,,,
1770,,,,,"First State Bank of St. Charles, Missouri",,,,,,,,,First State Bank of Porter,,,,,,
1771,,,,,First State Bank of St. Peter,,,,,,,,,First State Bank of Purdy,,,,,,
1772,,,,,First State Bank of Swanville,,,,,,,,,First State Bank of Randolph County,,,,,,
1773,,,,,First State Bank of Texas,,,,,,,,,First State Bank of Roscoe,,,,,,
1774,,,,,First State Bank of Uvalde,,,,,,,,,First State Bank of San Diego,,,,,,
1775,,,,,First State Bank of Warren,,,,,,,,,First State Bank of Sauk Centre,,,,,,
1776,,,,,First State Bank of Wyoming,,,,,,,,,"First State Bank of St. Charles, Missouri",,,,,,
1777,,,,,First State Bank of the Florida Keys,,,,,,,,,First State Bank of St. Peter,,,,,,
1778,,,,,"First State Bank of the South, Inc.",,,,,,,,,First State Bank of Swanville,,,,,,
1779,,,,,"First State Bank of the Southeast, Inc.",,,,,,,,,First State Bank of Texas,,,,,,
1780,,,,,First State Community Bank,,,,,,,,,First State Bank of Uvalde,,,,,,
1781,,,,,First Summit Bank,,,,,,,,,First State Bank of Warren,,,,,,
1782,,,,,First Technology FCU,,,,,,,,,First State Bank of Wyoming,,,,,,
1783,,,,,First Texas Bank,,,,,,,,,First State Bank of the Florida Keys,,,,,,
1784,,,,,First Texas National Bank,,,,,,,,,"First State Bank of the South, Inc.",,,,,,
1785,,,,,First Texoma National Bank,,,,,,,,,"First State Bank of the Southeast, Inc.",,,,,,
1786,,,,,First Tri-County Bank,,,,,,,,,First State Community Bank,,,,,,
1787,,,,,First Trust & Savings Bank,,,,,,,,,First Summit Bank,,,,,,
1788,,,,,First Trust Bank of Illinois,,,,,,,,,First Technology FCU,,,,,,
1789,,,,,First Trust and Savings Bank,,,,,,,,,First Texas Bank,,,,,,
1790,,,,,First U.S. Community CU,,,,,,,,,First Texas National Bank,,,,,,
1791,,,,,First US Bank,,,,,,,,,First Texoma National Bank,,,,,,
1792,,,,,First United Bank,,,,,,,,,First Tri-County Bank,,,,,,
1793,,,,,First United Bank & Trust,,,,,,,,,First Trust & Savings Bank,,,,,,
1794,,,,,First United Bank and Trust Company,,,,,,,,,First Trust Bank of Illinois,,,,,,
1795,,,,,First United CU,,,,,,,,,First Trust and Savings Bank,,,,,,
1796,,,,,First United National Bank,,,,,,,,,First U.S. Community CU,,,,,,
1797,,,,,First Utah Bank,,,,,,,,,First US Bank,,,,,,
1798,,,,,First Vision Bank of Tennessee,,,,,,,,,First United Bank,,,,,,
1799,,,,,First Western Bank,,,,,,,,,First United Bank & Trust,,,,,,
1800,,,,,First Western Bank & Trust,,,,,,,,,First United Bank and Trust Company,,,,,,
1801,,,,,First Western Federal Savings Bank,,,,,,,,,First United CU,,,,,,
1802,,,,,"First Western SBLC, Inc",,,,,,,,,First United National Bank,,,,,,
1803,,,,,First Western Trust Bank,,,,,,,,,First Utah Bank,,,,,,
1804,,,,,"First Westroads Bank, Inc",,,,,,,,,First Vision Bank of Tennessee,,,,,,
1805,,,,,First Whitney Bank & Trust,,,,,,,,,First Western Bank,,,,,,
1806,,,,,First-Citizens Bank & Trust Company,,,,,,,,,First Western Bank & Trust,,,,,,
1807,,,,,First-Citizens National Bank,,,,,,,,,First Western Federal Savings Bank,,,,,,
1808,,,,,First-Lockhart National Bank,,,,,,,,,"First Western SBLC, Inc",,,,,,
1809,,,,,FirstBank,,,,,,,,,First Western Trust Bank,,,,,,
1810,,,,,FirstBank Puerto Rico,,,,,,,,,"First Westroads Bank, Inc",,,,,,
1811,,,,,FirstBank Southwest,,,,,,,,,First Whitney Bank & Trust,,,,,,
1812,,,,,FirstBank of Nebraska,,,,,,,,,First-Citizens Bank & Trust Company,,,,,,
1813,,,,,FirstLight FCU,,,,,,,,,First-Citizens National Bank,,,,,,
1814,,,,,FirstOak Bank,,,,,,,,,First-Lockhart National Bank,,,,,,
1815,,,,,FirstState Bank,,,,,,,,,FirstBank,,,,,,
1816,,,,,Firstar Bank,,,,,,,,,FirstBank Puerto Rico,,,,,,
1817,,,,,Firstrust Savings Bank,,,,,,,,,FirstBank Southwest,,,,,,
1818,,,,,Five Points Bank,,,,,,,,,FirstBank of Nebraska,,,,,,
1819,,,,,Five Points Bank of Hastings,,,,,,,,,FirstLight FCU,,,,,,
1820,,,,,Five Star Bank,,,,,,,,,FirstOak Bank,,,,,,
1821,,,,,Five Star of Maryland FCU,,,,,,,,,FirstState Bank,,,,,,
1822,,,,,Flagler Bank,,,,,,,,,Firstar Bank,,,,,,
1823,,,,,Flagship Bank,,,,,,,,,Firstrust Savings Bank,,,,,,
1824,,,,,Flagship Bank Minnesota,,,,,,,,,Five Points Bank,,,,,,
1825,,,,,"Flagship Enterprise Center, Inc. (dba Bankable)",,,,,,,,,Five Points Bank of Hastings,,,,,,
1826,,,,,Flagstar Bank National Association,,,,,,,,,Five Star Bank,,,,,,
1827,,,,,Flanagan State Bank,,,,,,,,,Five Star of Maryland FCU,,,,,,
1828,,,,,Flasher Community CU,,,,,,,,,Flagler Bank,,,,,,
1829,,,,,FlatIrons Bank,,,,,,,,,Flagship Bank,,,,,,
1830,,,,,Flatwater Bank,,,,,,,,,Flagship Bank Minnesota,,,,,,
1831,,,,,Fleetwood Bank,,,,,,,,,"Flagship Enterprise Center, Inc. (dba Bankable)",,,,,,
1832,,,,,Flint Community Bank,,,,,,,,,Flagstar Bank National Association,,,,,,
1833,,,,,Flint Hills Bank,,,,,,,,,Flanagan State Bank,,,,,,
1834,,,,,Flora Bank & Trust,,,,,,,,,Flasher Community CU,,,,,,
1835,,,,,Florence Bank,,,,,,,,,FlatIrons Bank,,,,,,
1836,,,,,Florida A&M University FCU,,,,,,,,,Flatwater Bank,,,,,,
1837,,,,,Florida Business Development Corporation,,,,,,,,,Fleetwood Bank,,,,,,
1838,,,,,Florida CU,,,,,,,,,Flint Community Bank,,,,,,
1839,,,,,"Florida Capital Bank, National Association",,,,,,,,,Flint Hills Bank,,,,,,
1840,,,,,Flushing Bank,,,,,,,,,Flora Bank & Trust,,,,,,
1841,,,,,Focus Bank,,,,,,,,,Florence Bank,,,,,,
1842,,,,,Forbright Bank,,,,,,,,,Florida A&M University FCU,,,,,,
1843,,,,,"Forcht Bank, National Association",,,,,,,,,Florida Business Development Corporation,,,,,,
1844,,,,,Foresight Bank,,,,,,,,,Florida CU,,,,,,
1845,,,,,Forest Park National Bank and Trust Company,,,,,,,,,"Florida Capital Bank, National Association",,,,,,
1846,,,,,Fort Davis State Bank,,,,,,,,,Flushing Bank,,,,,,
1847,,,,,Fort Randall FCU,,,,,,,,,Focus Bank,,,,,,
1848,,,,,Forte Bank,,,,,,,,,Forbright Bank,,,,,,
1849,,,,,Fortera FCU,,,,,,,,,"Forcht Bank, National Association",,,,,,
1850,,,,,Fortifi Bank,,,,,,,,,Foresight Bank,,,,,,
1851,,,,,Fortis Private Bank,,,,,,,,,Forest Park National Bank and Trust Company,,,,,,
1852,,,,,Fortress Bank,,,,,,,,,Fort Davis State Bank,,,,,,
1853,,,,,Forum CU,,,,,,,,,Fort Randall FCU,,,,,,
1854,,,,,Forward Bank,,,,,,,,,Forte Bank,,,,,,
1855,,,,,Foundation One Bank,,,,,,,,,Fortera FCU,,,,,,
1856,,,,,Founders Bank,,,,,,,,,Fortifi Bank,,,,,,
1857,,,,,Fountainhead SBF LLC,,,,,,,,,Fortis Private Bank,,,,,,
1858,,,,,Four Corners Community Bank,,,,,,,,,Fortress Bank,,,,,,
1859,,,,,Fourth Capital Bank,,,,,,,,,Forum CU,,,,,,
1860,,,,,Fowler State Bank,,,,,,,,,Forward Bank,,,,,,
1861,,,,,Fox Communities CU,,,,,,,,,Foundation One Bank,,,,,,
1862,,,,,Fox FCU,,,,,,,,,Founders Bank,,,,,,
1863,,,,,Fox Valley Savings Bank,,,,,,,,,Fountainhead SBF LLC,,,,,,
1864,,,,,Frandsen Bank & Trust,,,,,,,,,Four Corners Community Bank,,,,,,
1865,,,,,Frankenmuth CU,,,,,,,,,Fourth Capital Bank,,,,,,
1866,,,,,Franklin Bank & Trust Company,,,,,,,,,Fowler State Bank,,,,,,
1867,,,,,Franklin Mint FCU,,,,,,,,,Fox Communities CU,,,,,,
1868,,,,,Franklin Savings Bank,,,,,,,,,Fox FCU,,,,,,
1869,,,,,Franklin State Bank,,,,,,,,,Fox Valley Savings Bank,,,,,,
1870,,,,,Franklin State Bank & Trust Company,,,,,,,,,Frandsen Bank & Trust,,,,,,
1871,,,,,Frazer Bank,,,,,,,,,Frankenmuth CU,,,,,,
1872,,,,,Fredonia Valley Bank,,,,,,,,,Franklin Bank & Trust Company,,,,,,
1873,,,,,FreeStar Financial CU,,,,,,,,,Franklin Mint FCU,,,,,,
1874,,,,,Freedom Bank,,,,,,,,,Franklin Savings Bank,,,,,,
1875,,,,,Freedom Bank of Southern Missouri,,,,,,,,,Franklin State Bank,,,,,,
1876,,,,,"Freedom Bank, Inc.",,,,,,,,,Franklin State Bank & Trust Company,,,,,,
1877,,,,,Freedom CU,,,,,,,,,Frazer Bank,,,,,,
1878,,,,,Freedom Financial Bank,,,,,,,,,Fredonia Valley Bank,,,,,,
1879,,,,,Freedom First FCU,,,,,,,,,FreeStar Financial CU,,,,,,
1880,,,,,Freedom Northwest CU,,,,,,,,,Freedom Bank,,,,,,
1881,,,,,Freedom of Maryland FCU,,,,,,,,,Freedom Bank of Southern Missouri,,,,,,
1882,,,,,FreedomBank,,,,,,,,,"Freedom Bank, Inc.",,,,,,
1883,,,,,Freehold Bank,,,,,,,,,Freedom CU,,,,,,
1884,,,,,Freeport State Bank,,,,,,,,,Freedom Financial Bank,,,,,,
1885,,,,,Fremont Bank,,,,,,,,,Freedom First FCU,,,,,,
1886,,,,,"Fresno Madera Farm Credit, ACA",,,,,,,,,Freedom Northwest CU,,,,,,
1887,,,,,Friend Bank,,,,,,,,,Freedom of Maryland FCU,,,,,,
1888,,,,,Frontier Bank,,,,,,,,,FreedomBank,,,,,,
1889,,,,,Frontier Bank of Texas,,,,,,,,,Freehold Bank,,,,,,
1890,,,,,Frontier Community Bank,,,,,,,,,Freeport State Bank,,,,,,
1891,,,,,Frontier Community CU,,,,,,,,,Fremont Bank,,,,,,
1892,,,,,"Frontier Farm Credit, ACA",,,,,,,,,"Fresno Madera Farm Credit, ACA",,,,,,
1893,,,,,Frontier State Bank,,,,,,,,,Friend Bank,,,,,,
1894,,,,,Frontwave CU,,,,,,,,,Frontier Bank,,,,,,
1895,,,,,Frost Bank,,,,,,,,,Frontier Bank of Texas,,,,,,
1896,,,,,Frost State Bank,,,,,,,,,Frontier Community Bank,,,,,,
1897,,,,,"Fulton Bank, National Association",,,,,,,,,Frontier Community CU,,,,,,
1898,,,,,"Fund-Ex Solutions Group, LLC",,,,,,,,,"Frontier Farm Credit, ACA",,,,,,
1899,,,,,"Fundbox, Inc.",,,,,,,,,Frontier State Bank,,,,,,
1900,,,,,Fusion Bank,,,,,,,,,Frontwave CU,,,,,,
1901,,,,,G H S FCU,,,,,,,,,Frost Bank,,,,,,
1902,,,,,G W Jones Exchange Bank,,,,,,,,,Frost State Bank,,,,,,
1903,,,,,GBC International Bank,,,,,,,,,"Fulton Bank, National Association",,,,,,
1904,,,,,GBank,,,,,,,,,"Fund-Ex Solutions Group, LLC",,,,,,
1905,,,,,GCS CU,,,,,,,,,"Fundbox, Inc.",,,,,,
1906,,,,,GECU,,,,,,,,,Fusion Bank,,,,,,
1907,,,,,GFA FCU,,,,,,,,,G H S FCU,,,,,,
1908,,,,,GNB Bank,,,,,,,,,G W Jones Exchange Bank,,,,,,
1909,,,,,"GNBank, National Association",,,,,,,,,GBC International Bank,,,,,,
1910,,,,,GTE FCU d/b/a GTE Financial,,,,,,,,,GBank,,,,,,
1911,,,,,Garden Plain State Bank,,,,,,,,,GCS CU,,,,,,
1912,,,,,Gate City Bank,,,,,,,,,GECU,,,,,,
1913,,,,,Gateway Bank,,,,,,,,,GFA FCU,,,,,,
1914,,,,,"Gateway Bank, FSB",,,,,,,,,GNB Bank,,,,,,
1915,,,,,Gateway Commercial Bank,,,,,,,,,"GNBank, National Association",,,,,,
1916,,,,,Gateway First Bank,,,,,,,,,GTE FCU d/b/a GTE Financial,,,,,,
1917,,,,,Gather FCU,,,,,,,,,Garden Plain State Bank,,,,,,
1918,,,,,General Electric CU,,,,,,,,,Gate City Bank,,,,,,
1919,,,,,General Electric Empl FCU,,,,,,,,,Gateway Bank,,,,,,
1920,,,,,Generations Bank,,,,,,,,,"Gateway Bank, FSB",,,,,,
1921,,,,,Generations Community FCU,,,,,,,,,Gateway Commercial Bank,,,,,,
